Unnamed: 0,Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
75824,28.0,Male,Los Angeles,16.0,35.26,202.0,0.0
54922,61.0,Female,New York,21.0,43.38,293.0,1.0
7590,44.0,Female,Houston,10.0,47.31,99.0,0.0
5843,57.0,Male,Miami,8.0,63.77,53.0,0.0
12659,38.0,Male,Houston,17.0,45.57,232.0,0.0
26054,18.0,Male,Miami,3.0,89.82,428.0,1.0
11745,68.0,Male,Los Angeles,23.0,65.06,491.0,1.0
21376,21.0,Female,New York,7.0,77.49,264.0,1.0
47221,42.0,Female,Chicago,17.0,77.18,456.0,1.0
81239,48.0,Female,Los Angeles,24.0,63.67,302.0,0.0
99388,45.0,Male,Houston,9.0,72.01,485.0,1.0
43608,38.0,Male,Chicago,1.0,40.0,442.0,0.0
64951,45.0,Female,New York,2.0,51.2,245.0,0.0
8918,48.0,Female,Miami,2.0,87.42,246.0,1.0
35907,57.0,Female,New York,24.0,30.4,342.0,1.0
42747,58.0,Male,Miami,10.0,50.04,183.0,0.0
86594,39.0,Male,Miami,10.0,68.9,391.0,1.0
91549,51.0,Male,Chicago,7.0,72.34,453.0,0.0
90802,51.0,Female,Los Angeles,15.0,65.3,90.0,1.0
13442,31.0,Female,Houston,5.0,38.11,173.0,0.0
74767,21.0,Female,Chicago,3.0,53.67,306.0,0.0
15089,53.0,Male,New York,4.0,78.35,445.0,1.0
42129,27.0,Female,Miami,22.0,64.34,330.0,1.0
66326,42.0,Male,Miami,15.0,73.2,204.0,0.0
41647,58.0,Male,Los Angeles,23.0,69.24,335.0,0.0
54353,59.0,Male,Miami,24.0,85.06,175.0,0.0
98562,64.0,Female,Los Angeles,16.0,87.02,198.0,0.0
29565,66.0,Female,Chicago,19.0,41.54,51.0,0.0
70765,41.0,Male,Houston,3.0,40.5,75.0,0.0
41561,18.0,Female,Houston,22.0,50.03,81.0,0.0
31730,23.0,Female,Los Angeles,9.0,42.3,363.0,0.0
879,18.0,Male,New York,21.0,49.9,164.0,1.0
7666,43.0,Female,Los Angeles,2.0,38.04,191.0,1.0
18607,40.0,Female,Miami,5.0,41.74,374.0,0.0
74268,22.0,Female,New York,7.0,82.07,445.0,1.0
69503,30.0,Male,New York,1.0,82.75,215.0,1.0
34727,68.0,Female,New York,20.0,90.33,89.0,0.0
57604,29.0,Female,New York,14.0,76.93,120.0,0.0
36863,20.0,Female,New York,13.0,98.58,137.0,0.0
8661,56.0,Male,New York,6.0,85.33,435.0,0.0
28854,46.0,Female,Chicago,10.0,40.59,240.0,0.0
72006,42.0,Male,Miami,13.0,38.08,204.0,0.0
22209,23.0,Male,New York,11.0,66.59,290.0,0.0
21735,30.0,Female,Chicago,15.0,54.96,453.0,0.0
85719,27.0,Male,Miami,12.0,80.12,365.0,0.0
81522,56.0,Female,Houston,9.0,93.37,438.0,1.0
54464,67.0,Male,Miami,16.0,80.09,304.0,1.0
85897,30.0,Male,Miami,6.0,35.53,122.0,1.0
46212,67.0,Female,Miami,15.0,44.92,391.0,0.0
35213,37.0,Male,New York,19.0,87.91,336.0,1.0
72066,39.0,Male,Los Angeles,17.0,79.79,89.0,1.0
14359,58.0,Female,Los Angeles,4.0,47.81,460.0,0.0
79032,65.0,Female,Chicago,21.0,46.89,99.0,0.0
23287,57.0,Male,New York,3.0,80.42,348.0,0.0
48320,38.0,Female,New York,23.0,41.77,313.0,0.0
96881,57.0,Male,Miami,16.0,36.44,105.0,1.0
24217,51.0,Female,Chicago,13.0,45.33,480.0,0.0
29319,36.0,Female,Los Angeles,12.0,98.48,256.0,0.0
10813,42.0,Male,Los Angeles,8.0,73.65,55.0,1.0
91217,22.0,Female,Chicago,16.0,31.11,347.0,1.0
58633,68.0,Female,Los Angeles,21.0,50.97,397.0,0.0
34386,51.0,Female,Los Angeles,7.0,37.41,83.0,1.0
74306,62.0,Female,Los Angeles,1.0,78.91,433.0,0.0
23808,69.0,Female,Chicago,2.0,45.34,270.0,0.0
69917,20.0,Female,Miami,16.0,54.07,490.0,0.0
60655,38.0,Female,New York,15.0,58.54,145.0,0.0
16827,59.0,Female,Chicago,12.0,66.99,282.0,0.0
29729,45.0,Male,Houston,5.0,70.96,247.0,0.0
89127,21.0,Female,New York,15.0,69.0,339.0,1.0
65297,53.0,Female,Los Angeles,5.0,66.82,311.0,1.0
19830,32.0,Female,New York,12.0,41.96,210.0,0.0
4342,44.0,Female,Chicago,18.0,72.69,341.0,0.0
76449,69.0,Female,Houston,4.0,63.13,367.0,1.0
79815,28.0,Male,New York,16.0,57.77,112.0,1.0
5545,43.0,Male,Houston,1.0,89.51,107.0,1.0
5242,70.0,Female,Chicago,4.0,97.92,353.0,0.0
32474,41.0,Male,New York,14.0,82.63,252.0,1.0
25350,47.0,Male,Los Angeles,20.0,79.79,130.0,1.0
68421,21.0,Male,Chicago,14.0,68.01,187.0,0.0
4455,29.0,Female,Houston,24.0,36.98,300.0,0.0
18830,27.0,Male,Houston,15.0,88.49,116.0,1.0
29059,42.0,Female,Los Angeles,22.0,42.45,70.0,0.0
94776,26.0,Female,Houston,21.0,90.36,341.0,0.0
70063,61.0,Female,Los Angeles,8.0,36.4,471.0,0.0
44910,38.0,Female,Los Angeles,13.0,43.83,58.0,1.0
38575,30.0,Male,New York,2.0,78.68,206.0,1.0
16221,24.0,Male,Houston,11.0,71.15,484.0,0.0
4999,27.0,Female,Los Angeles,22.0,75.57,279.0,1.0
22888,51.0,Female,New York,11.0,54.7,273.0,1.0
34503,67.0,Female,Los Angeles,21.0,58.51,73.0,1.0
53397,53.0,Female,Houston,1.0,95.19,264.0,1.0
19842,37.0,Male,Los Angeles,2.0,61.14,412.0,1.0
63800,55.0,Male,Chicago,1.0,49.92,442.0,0.0
15192,53.0,Male,Houston,8.0,56.21,166.0,0.0
45815,51.0,Male,Houston,11.0,49.58,419.0,0.0
94997,53.0,Female,Houston,2.0,72.68,55.0,1.0
22812,23.0,Female,Houston,16.0,91.37,210.0,0.0
85836,48.0,Male,Chicago,20.0,48.27,111.0,1.0
85081,36.0,Male,New York,9.0,69.87,192.0,0.0
70217,31.0,Male,Los Angeles,5.0,77.38,128.0,1.0
12859,22.0,Female,New York,11.0,92.68,172.0,1.0
61494,40.0,Male,Los Angeles,11.0,55.96,124.0,1.0
85849,54.0,Male,Los Angeles,19.0,32.24,195.0,0.0
54110,67.0,Female,Houston,17.0,85.78,163.0,0.0
40967,49.0,Male,Chicago,23.0,36.93,439.0,1.0
89565,39.0,Female,Houston,23.0,73.89,283.0,0.0
21752,32.0,Female,Houston,7.0,49.35,453.0,0.0
98361,39.0,Male,Los Angeles,14.0,75.44,416.0,1.0
27380,35.0,Female,Miami,14.0,35.52,383.0,0.0
20331,24.0,Male,Los Angeles,1.0,92.55,481.0,0.0
25482,20.0,Female,Chicago,14.0,76.4,320.0,0.0
35988,59.0,Male,Houston,9.0,37.43,460.0,1.0
82513,27.0,Male,Chicago,17.0,75.83,295.0,1.0
84921,43.0,Female,Los Angeles,16.0,88.05,105.0,0.0
45743,52.0,Male,Chicago,22.0,46.79,80.0,1.0
55904,34.0,Male,Chicago,8.0,93.84,288.0,0.0
59247,56.0,Male,Miami,7.0,69.11,148.0,1.0
25088,62.0,Male,Houston,13.0,87.69,316.0,1.0
51420,27.0,Male,Los Angeles,1.0,31.81,177.0,0.0
31847,65.0,Male,Miami,23.0,57.16,344.0,0.0
87458,36.0,Male,New York,3.0,98.28,274.0,1.0
86505,53.0,Female,Chicago,13.0,57.14,500.0,1.0
14070,69.0,Male,Houston,9.0,33.23,318.0,0.0
45033,35.0,Female,Miami,22.0,31.64,172.0,0.0
41655,68.0,Male,Houston,12.0,38.38,114.0,0.0
42198,58.0,Male,New York,20.0,41.5,152.0,1.0
23491,62.0,Male,Houston,8.0,33.08,382.0,1.0
764,36.0,Female,Miami,10.0,57.97,387.0,1.0
1844,67.0,Male,Chicago,20.0,95.62,221.0,0.0
9683,57.0,Male,Houston,15.0,81.78,304.0,1.0
6147,69.0,Male,Houston,6.0,35.62,149.0,0.0
85166,43.0,Male,Los Angeles,6.0,49.34,296.0,1.0
20666,20.0,Female,Chicago,22.0,73.63,232.0,1.0
47748,41.0,Female,Chicago,15.0,65.08,251.0,1.0
76515,22.0,Female,Miami,7.0,82.01,277.0,0.0
29077,61.0,Female,New York,8.0,44.78,262.0,1.0
44475,59.0,Female,Los Angeles,2.0,46.49,233.0,0.0
13373,52.0,Male,Houston,2.0,96.81,83.0,1.0
56402,30.0,Male,Los Angeles,4.0,75.63,492.0,1.0
93693,56.0,Female,Houston,10.0,71.17,375.0,1.0
85883,41.0,Male,New York,14.0,70.98,240.0,0.0
50727,70.0,Male,Los Angeles,18.0,94.37,409.0,1.0
86961,33.0,Female,Chicago,2.0,80.3,121.0,0.0
84583,18.0,Male,New York,6.0,43.98,58.0,0.0
16753,50.0,Male,Miami,22.0,42.0,344.0,0.0
48211,37.0,Male,New York,24.0,45.41,128.0,1.0
89051,68.0,Female,Houston,16.0,46.76,399.0,1.0
36727,47.0,Male,Miami,18.0,75.1,397.0,1.0
70946,20.0,Female,Houston,16.0,82.46,220.0,0.0
10516,20.0,Female,Los Angeles,3.0,97.06,307.0,0.0
29362,39.0,Female,Chicago,1.0,36.72,99.0,1.0
4894,65.0,Female,New York,3.0,40.12,256.0,0.0
3008,25.0,Male,Miami,10.0,97.02,480.0,0.0
28343,46.0,Female,Los Angeles,8.0,97.62,416.0,0.0
48252,44.0,Female,Houston,18.0,38.43,340.0,1.0
59515,38.0,Female,Miami,12.0,33.87,317.0,1.0
93733,26.0,Male,Los Angeles,17.0,49.55,300.0,0.0
23608,57.0,Male,Houston,14.0,95.24,278.0,1.0
95482,58.0,Female,Miami,19.0,63.89,399.0,1.0
66650,55.0,Female,Houston,11.0,85.84,239.0,1.0
7032,69.0,Male,Los Angeles,18.0,69.67,66.0,1.0
63087,67.0,Female,Houston,19.0,34.98,309.0,1.0
71091,57.0,Male,Los Angeles,13.0,44.86,366.0,0.0
4417,59.0,Female,New York,4.0,38.46,334.0,1.0
2844,21.0,Male,Miami,3.0,90.94,286.0,1.0
62716,22.0,Male,New York,15.0,33.47,294.0,0.0
14495,54.0,Male,Miami,20.0,89.63,488.0,1.0
32599,66.0,Male,Miami,5.0,92.95,61.0,1.0
81171,68.0,Female,Houston,21.0,86.18,327.0,0.0
30470,54.0,Female,New York,15.0,42.13,448.0,0.0
4868,70.0,Male,Chicago,5.0,74.65,137.0,1.0
86648,55.0,Female,Miami,7.0,57.74,372.0,1.0
82545,67.0,Female,Los Angeles,3.0,65.84,277.0,0.0
36315,31.0,Female,Miami,6.0,48.55,167.0,0.0
85151,31.0,Female,Los Angeles,8.0,49.45,380.0,0.0
59948,20.0,Male,New York,8.0,53.23,292.0,0.0
50038,37.0,Male,Los Angeles,7.0,34.36,304.0,1.0
57761,60.0,Male,Los Angeles,16.0,77.42,191.0,0.0
28267,60.0,Female,Miami,16.0,61.4,411.0,1.0
21229,67.0,Female,Los Angeles,1.0,46.38,244.0,0.0
81960,36.0,Male,Miami,22.0,86.46,86.0,1.0
68923,69.0,Male,New York,2.0,30.04,59.0,1.0
89583,23.0,Male,Miami,22.0,41.84,295.0,0.0
85236,42.0,Female,New York,13.0,83.53,452.0,1.0
70941,69.0,Female,Houston,9.0,74.68,303.0,1.0
2113,69.0,Female,Houston,18.0,75.7,181.0,1.0
88614,28.0,Male,Miami,2.0,71.21,296.0,0.0
48397,70.0,Male,Chicago,10.0,66.5,219.0,1.0
40734,24.0,Female,Los Angeles,7.0,69.64,359.0,1.0
14023,28.0,Male,Houston,5.0,87.7,474.0,0.0
16156,24.0,Female,New York,2.0,85.42,338.0,1.0
67772,38.0,Female,Miami,24.0,83.33,219.0,1.0
13466,22.0,Male,New York,15.0,93.77,334.0,0.0
2395,29.0,Female,Los Angeles,8.0,77.23,230.0,1.0
57624,51.0,Female,Los Angeles,1.0,81.32,336.0,0.0
1337,28.0,Female,New York,8.0,37.68,118.0,0.0
11870,29.0,Female,Houston,9.0,60.85,105.0,1.0
61792,64.0,Female,Miami,16.0,78.88,317.0,0.0
50649,41.0,Male,Miami,21.0,32.79,428.0,1.0
50373,61.0,Female,Chicago,14.0,91.71,347.0,0.0
53787,46.0,Female,New York,1.0,33.98,292.0,0.0
23008,27.0,Female,Los Angeles,12.0,63.06,57.0,0.0
60373,26.0,Female,New York,21.0,35.34,365.0,1.0
58536,56.0,Male,Houston,13.0,33.73,444.0,1.0
62101,64.0,Male,Los Angeles,3.0,40.07,118.0,0.0
74224,34.0,Male,Houston,5.0,87.74,500.0,0.0
22600,28.0,Female,New York,9.0,37.51,403.0,1.0
25454,62.0,Male,Houston,7.0,91.68,53.0,1.0
234,61.0,Male,New York,5.0,34.31,478.0,1.0
33389,36.0,Male,Miami,19.0,93.13,272.0,1.0
24982,55.0,Female,New York,12.0,90.59,466.0,1.0
75361,41.0,Female,Los Angeles,16.0,38.73,52.0,1.0
81703,44.0,Female,New York,14.0,37.22,447.0,1.0
44224,26.0,Male,Chicago,23.0,55.52,296.0,1.0
66939,41.0,Male,Chicago,18.0,58.66,146.0,1.0
71061,70.0,Female,Houston,6.0,52.72,198.0,0.0
26934,24.0,Male,Houston,11.0,85.86,117.0,0.0
62561,41.0,Female,New York,5.0,57.02,237.0,0.0
34210,43.0,Male,Los Angeles,3.0,39.83,335.0,1.0
27897,37.0,Female,Chicago,4.0,71.94,274.0,0.0
97739,47.0,Male,Los Angeles,8.0,94.08,169.0,0.0
69121,40.0,Female,Miami,11.0,33.2,325.0,0.0
17550,50.0,Male,Miami,4.0,56.15,105.0,0.0
95437,57.0,Female,Chicago,16.0,89.83,323.0,0.0
72408,22.0,Female,Los Angeles,20.0,79.22,117.0,1.0
73086,28.0,Female,Houston,1.0,40.39,135.0,1.0
91480,54.0,Male,Miami,20.0,36.31,306.0,0.0
8320,70.0,Female,Los Angeles,13.0,99.72,430.0,1.0
38795,38.0,Female,New York,2.0,94.7,84.0,0.0
93963,35.0,Female,Los Angeles,13.0,34.34,174.0,1.0
85379,19.0,Female,Houston,3.0,53.31,268.0,0.0
16514,31.0,Female,Houston,17.0,82.19,151.0,1.0
10910,44.0,Male,Los Angeles,19.0,64.34,469.0,1.0
26333,62.0,Female,Chicago,10.0,46.23,162.0,0.0
34279,22.0,Male,New York,5.0,83.62,198.0,1.0
46350,63.0,Male,Chicago,8.0,82.48,194.0,1.0
89694,54.0,Male,Houston,20.0,55.07,172.0,0.0
37587,25.0,Female,Houston,16.0,36.4,423.0,1.0
55679,58.0,Male,Houston,15.0,64.99,124.0,1.0
85549,64.0,Male,Los Angeles,23.0,43.68,307.0,0.0
77338,54.0,Male,Los Angeles,3.0,60.07,143.0,0.0
23048,20.0,Female,Chicago,12.0,93.1,498.0,0.0
58267,44.0,Female,Los Angeles,4.0,61.57,438.0,0.0
47602,50.0,Male,Houston,6.0,53.47,433.0,1.0
88772,54.0,Female,Los Angeles,2.0,60.81,55.0,0.0
68206,38.0,Female,Miami,18.0,61.98,154.0,1.0
46201,47.0,Male,New York,17.0,74.77,95.0,0.0
70209,45.0,Male,New York,17.0,62.42,164.0,0.0
98065,65.0,Female,Los Angeles,12.0,97.52,308.0,1.0
65577,33.0,Female,Miami,21.0,75.43,141.0,0.0
26157,62.0,Male,Chicago,6.0,78.69,213.0,1.0
95932,63.0,Female,Miami,12.0,82.87,379.0,1.0
82292,67.0,Female,Houston,2.0,40.15,328.0,1.0
98467,49.0,Male,Houston,15.0,60.46,279.0,1.0
12417,43.0,Female,New York,2.0,70.35,72.0,1.0
38377,33.0,Female,Los Angeles,4.0,73.88,186.0,1.0
78824,69.0,Male,Houston,14.0,69.2,137.0,1.0
85356,47.0,Female,New York,19.0,34.01,290.0,0.0
66826,45.0,Female,Miami,9.0,74.62,168.0,1.0
47042,65.0,Male,Los Angeles,14.0,42.86,472.0,1.0
38660,69.0,Female,New York,18.0,42.86,408.0,0.0
7988,22.0,Male,New York,19.0,34.53,218.0,0.0
9163,54.0,Female,New York,10.0,93.38,169.0,1.0
85084,38.0,Male,Houston,20.0,74.4,336.0,0.0
34529,58.0,Female,Los Angeles,3.0,61.95,410.0,0.0
49149,36.0,Female,Miami,8.0,64.14,445.0,1.0
23960,56.0,Male,New York,22.0,74.78,298.0,0.0
4691,52.0,Female,New York,20.0,80.76,207.0,0.0
99601,49.0,Female,Miami,9.0,31.68,191.0,0.0
58467,58.0,Male,Chicago,24.0,83.96,153.0,1.0
83186,47.0,Female,Houston,2.0,92.49,105.0,1.0
13600,52.0,Female,Miami,19.0,91.38,342.0,0.0
80616,53.0,Male,New York,1.0,90.94,70.0,1.0
60282,41.0,Female,New York,13.0,45.57,326.0,0.0
93670,62.0,Female,New York,5.0,76.45,381.0,0.0
47207,30.0,Female,Los Angeles,7.0,80.31,414.0,0.0
95134,69.0,Male,New York,21.0,61.25,368.0,1.0
43794,45.0,Female,Miami,7.0,91.0,76.0,1.0
39604,64.0,Female,Miami,10.0,62.6,125.0,0.0
1328,25.0,Female,Chicago,16.0,85.85,100.0,0.0
91784,28.0,Female,New York,10.0,69.58,448.0,0.0
60942,37.0,Male,Chicago,15.0,65.6,284.0,1.0
77300,32.0,Female,Chicago,21.0,36.24,331.0,0.0
24667,60.0,Female,New York,24.0,89.58,365.0,1.0
76342,63.0,Male,Chicago,19.0,89.98,346.0,1.0
50311,33.0,Male,Houston,11.0,69.24,280.0,1.0
53768,22.0,Male,Chicago,16.0,78.05,425.0,0.0
51930,55.0,Male,Houston,11.0,35.45,231.0,1.0
74299,20.0,Male,Chicago,2.0,62.42,329.0,1.0
95504,64.0,Female,New York,24.0,37.91,175.0,1.0
46736,66.0,Female,Miami,20.0,81.84,128.0,1.0
89848,48.0,Female,Miami,23.0,79.69,296.0,0.0
83612,19.0,Male,Miami,10.0,48.45,272.0,0.0
97806,58.0,Female,Miami,2.0,41.38,278.0,0.0
79804,64.0,Male,Houston,21.0,96.6,189.0,1.0
82368,63.0,Female,Miami,14.0,76.66,90.0,0.0
36089,20.0,Male,Chicago,2.0,45.97,200.0,1.0
16487,65.0,Female,Houston,23.0,87.92,262.0,0.0
80937,56.0,Female,New York,10.0,99.81,442.0,1.0
50274,31.0,Male,Chicago,20.0,59.58,361.0,0.0
83769,50.0,Female,Chicago,11.0,31.64,256.0,1.0
90088,39.0,Male,New York,11.0,42.3,171.0,0.0
70124,34.0,Female,Chicago,22.0,42.48,206.0,0.0
31658,60.0,Male,New York,9.0,36.19,66.0,1.0
37536,64.0,Female,Houston,21.0,30.4,58.0,1.0
12934,35.0,Male,Miami,6.0,73.56,250.0,0.0
84072,45.0,Female,Houston,22.0,64.33,380.0,0.0
29538,30.0,Female,Miami,21.0,41.41,215.0,1.0
41966,60.0,Male,New York,1.0,36.03,345.0,1.0
10133,52.0,Female,New York,20.0,90.1,267.0,0.0
27812,36.0,Male,Chicago,17.0,78.64,288.0,0.0
57944,38.0,Female,Chicago,4.0,62.59,58.0,1.0
89598,23.0,Male,Houston,14.0,47.13,256.0,0.0
86798,34.0,Male,Miami,11.0,37.46,243.0,0.0
66378,52.0,Female,Houston,15.0,93.71,221.0,0.0
74864,21.0,Male,Miami,9.0,38.21,439.0,1.0
75793,64.0,Female,New York,11.0,31.2,133.0,0.0
95452,36.0,Female,Los Angeles,7.0,75.6,105.0,0.0
2069,46.0,Male,Chicago,24.0,52.64,236.0,0.0
69099,51.0,Female,Los Angeles,23.0,71.91,71.0,0.0
38054,54.0,Female,Chicago,3.0,35.64,314.0,1.0
59574,44.0,Female,New York,8.0,89.26,119.0,0.0
941,53.0,Male,Houston,9.0,45.84,315.0,0.0
85871,41.0,Female,New York,22.0,62.81,386.0,1.0
88086,35.0,Female,New York,2.0,82.91,240.0,0.0
47008,57.0,Female,Chicago,13.0,81.93,243.0,0.0
74244,18.0,Male,Miami,14.0,46.27,272.0,1.0
50233,50.0,Male,Los Angeles,15.0,41.9,154.0,0.0
44542,61.0,Male,New York,1.0,63.87,199.0,1.0
25041,70.0,Female,Los Angeles,13.0,69.01,281.0,1.0
56563,24.0,Male,Miami,22.0,72.95,100.0,1.0
18079,24.0,Female,Chicago,12.0,85.33,83.0,1.0
52599,61.0,Male,Chicago,20.0,97.49,349.0,0.0
69316,36.0,Female,Houston,13.0,71.05,147.0,0.0
15469,64.0,Female,Chicago,11.0,86.41,471.0,1.0
3342,18.0,Male,New York,5.0,49.67,122.0,1.0
98180,55.0,Female,Houston,3.0,65.67,69.0,1.0
95871,58.0,Female,Miami,15.0,50.21,58.0,0.0
41673,57.0,Female,Chicago,7.0,45.98,415.0,1.0
93105,20.0,Male,Houston,1.0,81.4,263.0,1.0
27633,57.0,Female,Houston,4.0,96.68,179.0,0.0
91932,42.0,Male,Houston,19.0,43.54,341.0,1.0
64541,47.0,Female,Miami,18.0,84.12,401.0,0.0
74725,18.0,Male,Los Angeles,8.0,93.56,414.0,0.0
14360,48.0,Female,Chicago,13.0,79.69,217.0,1.0
20827,21.0,Male,Los Angeles,21.0,82.48,148.0,0.0
74209,23.0,Female,Houston,21.0,86.23,277.0,0.0
11877,55.0,Female,Chicago,7.0,98.19,218.0,1.0
27223,22.0,Female,Miami,9.0,90.43,443.0,0.0
2407,49.0,Female,Chicago,6.0,91.49,138.0,0.0
99581,37.0,Female,New York,4.0,61.66,234.0,1.0
28698,40.0,Female,Los Angeles,19.0,49.78,484.0,0.0
47231,51.0,Male,Houston,21.0,38.46,446.0,0.0
68393,42.0,Female,New York,21.0,71.15,395.0,0.0
88500,56.0,Female,Miami,18.0,89.68,140.0,0.0
30151,51.0,Male,Miami,9.0,45.47,130.0,1.0
5141,38.0,Male,Houston,24.0,90.18,238.0,0.0
52004,57.0,Male,Los Angeles,13.0,73.09,281.0,0.0
10205,68.0,Male,Los Angeles,4.0,81.64,423.0,0.0
36604,21.0,Male,New York,3.0,57.92,258.0,1.0
21227,46.0,Male,Houston,7.0,98.9,232.0,1.0
61026,29.0,Male,New York,5.0,82.76,85.0,0.0
7050,45.0,Female,Houston,10.0,92.64,448.0,1.0
78441,44.0,Male,Houston,3.0,41.45,145.0,0.0
41643,20.0,Male,Chicago,10.0,62.82,455.0,1.0
20429,26.0,Female,Miami,4.0,31.5,350.0,0.0
47279,50.0,Male,Houston,5.0,46.71,412.0,1.0
89763,37.0,Male,Los Angeles,19.0,95.71,105.0,1.0
15002,31.0,Female,New York,2.0,57.5,121.0,0.0
32683,68.0,Male,Chicago,3.0,48.89,406.0,1.0
41074,50.0,Male,Miami,13.0,98.23,130.0,1.0
34861,40.0,Male,Miami,7.0,52.62,104.0,1.0
99230,65.0,Male,Houston,4.0,60.94,259.0,0.0
3486,33.0,Female,Houston,16.0,33.53,363.0,1.0
35956,22.0,Male,Houston,23.0,78.14,251.0,0.0
30573,64.0,Female,New York,15.0,33.79,121.0,0.0
11698,43.0,Female,Chicago,8.0,31.83,428.0,1.0
71962,50.0,Male,Los Angeles,1.0,48.44,229.0,0.0
29756,67.0,Female,New York,16.0,78.61,151.0,1.0
68588,60.0,Female,Chicago,7.0,90.97,339.0,0.0
69235,67.0,Female,Houston,13.0,93.3,474.0,1.0
22484,43.0,Male,Chicago,5.0,39.14,489.0,0.0
42838,22.0,Male,New York,6.0,45.58,137.0,0.0
43012,44.0,Female,Chicago,21.0,98.77,251.0,0.0
67270,26.0,Male,New York,16.0,44.83,385.0,0.0
39258,50.0,Female,Los Angeles,7.0,54.47,399.0,1.0
59052,23.0,Male,Chicago,12.0,35.16,192.0,1.0
23578,60.0,Female,Chicago,8.0,79.06,332.0,0.0
10196,36.0,Male,Chicago,23.0,64.76,192.0,0.0
16684,56.0,Female,Los Angeles,12.0,82.96,324.0,0.0
59227,69.0,Female,Miami,12.0,34.1,130.0,0.0
60888,55.0,Female,New York,6.0,89.2,99.0,1.0
47502,50.0,Female,Miami,21.0,44.46,416.0,1.0
2231,55.0,Female,New York,4.0,77.64,217.0,1.0
82493,31.0,Male,New York,13.0,35.44,271.0,0.0
28857,65.0,Female,Houston,5.0,52.96,371.0,0.0
57608,30.0,Male,Houston,21.0,32.22,87.0,0.0
41929,70.0,Female,Chicago,24.0,67.72,347.0,0.0
80832,50.0,Female,Houston,11.0,56.79,195.0,1.0
3699,66.0,Male,Los Angeles,14.0,51.08,295.0,1.0
13112,36.0,Female,Los Angeles,13.0,90.64,169.0,0.0
25683,43.0,Female,Los Angeles,12.0,69.48,51.0,0.0
38986,26.0,Male,Miami,17.0,72.35,448.0,1.0
24249,19.0,Female,New York,7.0,63.2,173.0,1.0
45663,55.0,Male,Chicago,10.0,71.32,165.0,1.0
3607,19.0,Female,New York,11.0,39.74,371.0,0.0
91630,35.0,Male,New York,12.0,75.28,443.0,0.0
31414,55.0,Male,Miami,5.0,75.96,54.0,1.0
49308,52.0,Male,Los Angeles,7.0,59.77,402.0,1.0
1243,63.0,Female,New York,9.0,50.62,226.0,0.0
15009,19.0,Female,Houston,4.0,58.62,279.0,1.0
91114,55.0,Male,Chicago,18.0,82.16,318.0,1.0
25159,19.0,Female,Houston,2.0,73.4,431.0,1.0
6518,67.0,Female,New York,15.0,60.33,152.0,0.0
83503,30.0,Female,Chicago,19.0,61.82,329.0,1.0
89186,37.0,Male,Chicago,14.0,96.02,331.0,1.0
69280,44.0,Female,Los Angeles,15.0,91.3,458.0,0.0
79951,23.0,Female,Chicago,18.0,66.01,143.0,1.0
89459,42.0,Female,Houston,8.0,79.17,78.0,0.0
63864,30.0,Male,Houston,4.0,78.94,235.0,0.0
51507,32.0,Male,New York,1.0,87.31,190.0,0.0
30007,24.0,Female,Miami,13.0,86.2,227.0,1.0
4220,33.0,Female,Houston,9.0,30.29,442.0,0.0
81865,70.0,Female,Houston,23.0,38.63,95.0,1.0
55465,18.0,Female,Los Angeles,16.0,39.63,208.0,0.0
31690,42.0,Female,Houston,16.0,31.85,334.0,0.0
94620,70.0,Female,Los Angeles,17.0,98.93,308.0,1.0
21432,47.0,Male,Los Angeles,2.0,96.18,350.0,0.0
15366,66.0,Female,Chicago,8.0,56.22,477.0,0.0
34559,18.0,Male,Houston,13.0,45.32,197.0,1.0
77562,27.0,Male,Chicago,19.0,85.27,424.0,1.0
33338,46.0,Male,Chicago,21.0,68.74,305.0,1.0
78774,34.0,Male,Los Angeles,24.0,43.1,158.0,1.0
6544,27.0,Male,Miami,1.0,61.96,435.0,0.0
54876,48.0,Female,Houston,7.0,88.0,107.0,1.0
16899,25.0,Female,Miami,6.0,75.73,177.0,0.0
84146,70.0,Female,Miami,7.0,90.14,83.0,1.0
76306,27.0,Female,Los Angeles,8.0,46.07,128.0,1.0
81207,59.0,Female,Miami,6.0,73.85,55.0,0.0
48971,38.0,Female,Miami,14.0,55.95,314.0,1.0
77894,57.0,Female,New York,23.0,38.52,432.0,0.0
39462,56.0,Female,New York,6.0,36.13,391.0,0.0
70814,39.0,Female,New York,22.0,42.67,267.0,1.0
57762,66.0,Female,Miami,9.0,76.78,353.0,0.0
19552,49.0,Female,New York,12.0,79.14,417.0,0.0
11480,47.0,Female,Houston,11.0,54.0,135.0,1.0
94707,40.0,Female,Houston,6.0,90.09,239.0,0.0
3617,37.0,Female,Houston,20.0,85.09,233.0,1.0
42283,66.0,Female,Houston,22.0,77.33,84.0,1.0
64958,46.0,Female,Miami,10.0,75.77,295.0,0.0
97258,35.0,Male,New York,24.0,78.57,431.0,1.0
91073,67.0,Male,Houston,5.0,67.06,356.0,1.0
19103,26.0,Male,Houston,6.0,89.76,206.0,0.0
7429,61.0,Female,Los Angeles,11.0,60.53,282.0,1.0
70651,37.0,Female,Chicago,22.0,60.78,402.0,0.0
3812,62.0,Female,New York,11.0,96.18,99.0,0.0
